MultiAgentSystem Name,Task ID (Specific to MAS),Path in GH repo to the execution trace,Freeform Text Annotation by Human Annotator,Is the task Successfully solved (in spite of inefficiencies),Selected as example for,,Failure to detect ambiguity / contradictions,Proceed with incorrect assumptions,Fail to elicit clarification,Tendency to overachieve,Underperform by waiting on instructions,Withholding relevant information,Derailing from task objectives,Waiting on agents to discover known insights for increased confidence,Redundant conversation turns for iterative tasks rather than batching,Unaware of stopping conditions,Difficulty in agreeing with agents,No attempt to verify outcome,Evaluator agent fails to be critical,Poor adherence to specified constraints,Misalignment between internal thoughts and response message,Claiming that a task is done while it is not true.,Ignoring good suggestions from other agent,Discontinued reasoning,Trajectory restart,Step repetition,Invented content,Blurring roles,Bad agent specifications,Conversation repetition
AppWorld,6171bbc_2,https://github.com/LakshyAAAgrawal/AppWorld/blob/main/notebooks/experiments/outputs/multiagent_system_all_agents/full_logs/6171bbc_2.txt,- Supervisor assumes password to be access token again and marks the task as failed,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,df61dc5_2,https://github.com/LakshyAAAgrawal/AppWorld/blob/main/notebooks/experiments/outputs/multiagent_system_all_agents/full_logs/df61dc5_2.txt,"- Supervisor doesn't pass username
- Then supervisor passes email as username, and then marks task as failed",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,0d8a4ee_3,https://github.com/LakshyAAAgrawal/AppWorld/blob/main/notebooks/experiments/outputs/multiagent_system_all_agents/full_logs/0d8a4ee_3.txt,"- phone app asks for username and password; supervisor provides only password; phone agent has to ask for username again; and the supervisor doesn't know how to retrieve the username, calls a non-existent API
- Phone agent doesn't mention that the username has to be a phone number. The supervisor first tries to pass the name, email, and then exits the task.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,b0a8eae_1,https://github.com/LakshyAAAgrawal/AppWorld/blob/f5f35c9eeba75dc33fe0573d479c920d7f969500/notebooks/experiments/outputs/multiagent_system/full_logs/b0a8eae_1.txt,"1. Task presented to Simple Note agent to retrieve workout.
2. Simple Note agent asks for username and password directly, not access token from supervisor.
3. Simple Note agent responds with metadata about the note, rather than note content even though the task given was ""Get my workout plan for today""
4. Supervisor sends message to ""Get content of the note with title ...""
5. Simple Note agent returns the full content of the note
6. Supervisor determines the current day using the datetime API
7. Workout duration is determined as 85 mins from the note for today (tuesday)
8. Message to spotify agent to ""list my playlists""
9. Spotify asks for access token instead of id/pass from supervisor
10. Supervisor who had already interacted with simple_note in a similar manner and knows that access token can be got by logging, directly retrieves the username and password and gives it to spotify agent instructing it to login.
11. Spotify agent successfully logs in. Retrieves the playlist using API. BUT, does not consider pagination of the API inspite being instructed to do so.
12. Supervisor and Spotify agent go in a loop, asking the duration of each playlist, one by one. Ultimately, Supervisor concludes that none of the playlists are long enough, and fails the task.",FALSE,,,Information Loss,Inefficiency due to multiple conversation rounds,,,,,,,,,,,,,,,,,,,,,,
AppWorld,cf6abd2_1,https://github.com/LakshyAAAgrawal/AppWorld/blob/f5f35c9eeba75dc33fe0573d479c920d7f969500/notebooks/experiments/outputs/multiagent_system/full_logs/cf6abd2_1.txt,"1. Tries to call undefined agent 'note_taking_app', queries app descriptions, and then sends message to ""simple_note"" to ""List all my notes""
2. Looks into simple_notes API, finds login is required for search, asks directly for username and password
3. Tries to search for email in supervisor app, even though it is provided in prompt. Tries to call send_message with args username and password, even though API is defined as taking 2 in the prompt. Sends as text after.
4. Login -> Access token -> search_notes without query. Paginated API but not handled properly. Return incomplete notes list to supervisor.
5. Supervisor writes query ""Show my Bucket list notes""
6. SimpleNote Agent assumes that ""Bucket List"" is a tag and searches for it via tag search api. Search comes out empty.
7. Supervisor receives empty response, and thinks ""no notes titled or tagged Bucket List"". 
8. queries ""List all notes"".
9. SimpleNote agent searches without query, but does not handle pagination. Returns incomplete list.
10. Supervisor instructs to Create new Bucker List note.
11. SimpleNote agent creates new note, and marks "" - Done"", debatably wrong or at least not clear from supervisor what it wished.
12. Supervisor marks task as completed.",FALSE,,,Information loss,incorrect assumption,,,,,,,,,,,,,,,,,,,,,,
AppWorld,82e2fac_1,https://github.com/LakshyAAAgrawal/AppWorld/blob/f5f35c9eeba75dc33fe0573d479c920d7f969500/notebooks/experiments/outputs/multiagent_system/full_logs/82e2fac_1.txt,"1. Ask spotify agent to ""Get my playlists""
2. Spotify agent asks for ""access token""
3. Supervisor checks the show_account_password API, realizes it got the password, not access_token, looks for API to get access_token, doesn't find. Instructs Spotify agent to provide access token using password.
4. Ask for email. Get.
5. Spotify Agent calls the playlist API, but does not account for pagination again, in spite instructed to do so. returns incomplete list of playlists.
6. Supervisor -> Spotify (get most liked songs from my playlists)
7. Writes the correct logic to get song like counts, and returns most liked song (from the incomplete playlists)
8. Supervisor marks task as completed.",FALSE,,,--,--,,,,,,,,,,,,,,,,,,,,,,
AppWorld,ccb4494_1,https://github.com/LakshyAAAgrawal/AppWorld/blob/f5f35c9eeba75dc33fe0573d479c920d7f969500/notebooks/experiments/outputs/multiagent_system/full_logs/ccb4494_1.txt,"1. Supervisor -> Spotify ('Get the list of songs played so far, including the current one.')
2. Spotify asks supervisor for access token
3. Supervisor reflects: I have password, but need token. Searches for APIs, finally replies to Spotify ('Authenticate using password ...')
4. Spotify asks Supervisor for Spotify username
5. Supervisor determines username not available, decides to use email. Sends
6. Spotify agent finds the queue, and returns list of ALL songs in queue instead of the required information ('all songs played SO FAR including current')
7. Supervisor generated code to send_message(...) in a loop to 'Like the song with song_id idx'. Environment said that only one call to send_message is allowed per block. Instead of clubbing together all content in a single send_message, the Supervisor then decides to send_message(...) one by one for each song retrieved.
Potential Improvement Idea: If multiple calls are made to the send_message(...) in one code block, combine the strings from all, and send it as one message to the other agent.
8. The rest of the program is just iteratively liking all songs. Fail",FALSE,,,Too much information,Inefficiency due to multiple conversation rounds,,,,,,,,,,,,,,,,,,,,,,
AppWorld,692c77d_1,https://github.com/LakshyAAAgrawal/AppWorld/blob/f5f35c9eeba75dc33fe0573d479c920d7f969500/notebooks/experiments/outputs/multiagent_system/full_logs/692c77d_1.txt,"1. Supervisor -> Spotify ('Get my playlists')
2. Spotify asks for access token
3. Supervisor reflects: ""The password is not the access token. Search for access token""
4. Failing, Supervisor reflects: ""I will try using spotify password as access token""
5. Calls send_message(...) with extra kwarg access_token. Fails. Sends to Spotify 'Get my playlists with access token <password>'
6. Spotify tries calling playlist API WITH PAGING info. Fails. Replies to supervisor ""access token is invalid. Provide valid...""
7. Supervisor reflects ""It seems the password is not the access token, and I need a valid access token to proceed. Since I cannot retrieve it from the supervisor app, I will have to mark this task as failed."" and marks the task as failed!",,,,--,--,,,,,,,,,,,,,,,,,,,,,,
AppWorld,ce359b5_1,https://github.com/LakshyAAAgrawal/AppWorld/blob/f5f35c9eeba75dc33fe0573d479c920d7f969500/notebooks/experiments/outputs/multiagent_system/full_logs/ce359b5_1.txt#L3,"1. Supervisor -> Spotify ('Get all songs in my library')
2. Spotify finds the API and reflects: ""This API supports Pagination"". Assumes access_token to be filled later, and generates code. Authorization error.
3. Ask supervisor for ""valid spotify access token""
4. Supervisor reflects ""I have pasword, not access token"". Sends to spotify to authenticate using password.
5. Authenticates, but reflects that failed to authenticate. Return response to supervisor. Supervisor sees access token, replies ""Get all songs in library using access token""
6. Writes code to retrieve. But fails to use the API correctly even though present in context. Typeerror
7. Fixes. Just returns the ""total number of songs in your library"" to supervisor, but was asked for ""Get all songs in my library""
8. Supervisor -> Spotify (Get details of all songs in my library)
9. Returns details.
10. Supervisor -> Spotify (""Get release dates for songs in library"")
11. Returns
12. Supervisor Writes code to identify songs before 2021, and writes send_message in a loop to remove song from song library. Environment fails with ""only one send_message in one code block""
13. Starts doing iterative. Many iterative calls
14. Supervisor Retrieves all playlist again
15. Asks for details of songs in playlist 192. Returns same.
16. Specifically ask for release date of songs by name in playlist 192
17. Supervisor asks for release dates on multiple songs, but spotify returns only 1!
18. Repeats 17
19. The spotify agent has written the wrong code, and keeps using the same, wrong code returning wrong results for release dates.
20. Supervisor reflects: It seems there is a consistent issue with retrieving release dates for songs in playlists. Given the constraints, I will mark the task as complete with the actions taken so far.
21. Task marked as failed.",,,,Information Loss,Inefficiency due to multiple conversation rounds,,,,,,,,,,,,,,,,,,,,,,
AppWorld,df61dc5_2,https://github.com/LakshyAAAgrawal/AppWorld/blob/main/notebooks/experiments/outputs/multiagent_system_all_agents/full_logs/df61dc5_2.txt,"1. Supervisor --> Code executor (to determine the ongoing month) 
2. Code execution returns. 
3. Supervisor --> Phone Agent ('Get my contacts list') 
4. Phone Agent checks the available APIs under the phone app and decides that 'show_contact_relationships' is the right one to use. 
5. Phone Agent checks the specification of the previous API. 
6. Phone Agent realizes that an access_token is required. 
7. Phone Agent checks the login API specification to understand how to get the token. 
8. The specification declares that the phone number (as username) and the password are required. 
9. Phone Agent asks Supervisor the username and the password without specifying that the username is the phone number. 
10. The supervisor tries to retrieve the username and the password with show_account_passwords() which returns only the passwords. 
11. The supervisor asks Phone Agent to login anyway. 
12. Phone Agent bounces back the request. 
13. Supervisor hallucinates by calling invented methods (show_account_usernames(), show_personal_info(), ...)
14. Supervisor finally calls the show_profile() function but decides that the username to use is the email. 
15. Login fails. 
16. Supervisor gives up. ",FALSE,,,,Phone agent underspecifies. Supervisor gives up too early. Hallucinations.  ,,,,,,,,,,,,,,,,,,,,,,
AppWorld,d4e9306_2,https://github.com/LakshyAAAgrawal/AppWorld/blob/main/notebooks/experiments/outputs/multiagent_system_all_agents/full_logs/d4e9306_2.txt,"1. Supervisor --> Spotify ('Get my liked songs')
2. Spotify check the specs of show_liked_songs and concludes that a token is required. 
3. Spotify asks Supervisor to provide the token. 
4. Supervisor uses show_account_password to get get the password instead of the token. 
5. Supervisor gives the password to Spotify. 
6. Spotify tries to use the password as token. 
7. Spotify communicates that the token provided is not valid. 
8. Supervisor understands that the password is not the token, hallucitates and checks an inexistent function (show_account_tokens). 
9. Supervisor then checks the list of available APIs to see if there is one that provides the token. 
10. Supervisor concludes that it cannot continue with the task. 

",FALSE,,,,Mis-alignment on password vs token. Spotify doesn't specify how to get the token. Hallucinations.,,,,,,,,,,,,,,,,,,,,,,
AppWorld,024c982_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/024c982_2.txt,"1. Supervisor determines it needs contact information from Phone to ""ensure I have the correct details for the Venmo request.""
2. Phone agent determines to use the ""search_contacts"" api, needs access token, and it determines ""I will first check if I need to log in to obtain this token."", something none of the previous interactions did
3. Phone agent finds that it needs the username and password. It has the info that username is phone number, but generically asks the supervisor to just provide ""Could you please provide your username and password to log in and access the contact details""
4. Supervisor provides email as username (incorrect) and correct password to phone agent
5. The phone agent, knowing that username is phone number and it instead got the email address, still proceeds to try to login. Fails, and again generically asks the supervisor ""The login attempt failed due to invalid credentials. Could you please verify the username and password and provide the correct ones?""
6. Supervisor agent tries to invoke a non-existent ""supervisor"" child agent to ""Get my personal information"" after several rounds of trying and failing to get the right username
7. Supervisor tries a different approach: Instead of asking for contact details of Melissa, it instead asks phone agent to ""list all contacts"", this also fails due to login issues
8. Supervisor tries a different approach: Contact the Venmo agent directly to 'Request $28 from Melissa privately with note ""For the movie tickets""'
9. Venmo agent looks at available Venmo APIs, and finds ""search_users"" api. It needs access token. Directly asks the supervisor ""Could you please provide the access token for your Venmo account so I can proceed with the request?""
10. Supervisor again tries to invoke the non-existent ""supervisor"" child agent. Fails, then Supervisor rightly tells the venmo app the email address and password,
11. The venmo agent logs in, and performs the search for user ""Melissa""
12. Finds the user correctly and proceeds to create the request",TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,042a9fc_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/042a9fc_2.txt,"1. Spotify agent asks supervisor for access token in spite of documentation specifying that it is obtained via login
2. Supervisor tries to send password as access token, via non-existent ""access_token"" kwarg to send_message. Fails
3. Supervisor just sends the generic task again ""Get my playlists""
4. Spotify agent again asks for access token
5. Supervisor sends the password, as access token
6. Supervisor gives up on trying to retrieve playlists from Spotify. Now, instead, it asks the phone agent to 'Get messages from my siblings about the road trip playlist'
7. Phone agent finds the api, determines it needs access token, looks up the login api, and rightly asks for the username and password from the supervisor. But, the username is ""phone number"" which the phone agent doesnt tell the supervisor about
8. Supervisor provides email as wrong username, and correct password. Login attempt fails. Phone agent writes a generic response ""verify your username and password"" ...
9. Supervisor actually hypothesizes that the phone number could be the username. Sends the phone number and password to phone agent.
10. Able to retrieve all messages. Supervisor then sends the appropriate instruction to add/remove songs to Spotify
11. Spotify agent then goes song by song, making one API call, and one conversation turn for each song to be added/deleted, to search for the song ids
12. It then tries to add the songs. Fails due to access token.
13. Supervisor fails the task as it can't find the access token.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,09b0ee6_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/09b0ee6_2.txt,"1. Supervisor to Spotify agent ""Get my playlists"", this exact command was issued in another task.
2. Spotify agent finds the API. Sees that it needs access token, asks the supervisor directly for access token, even though it knows it is supposed to get it after login
3. Supervisor recognises that it has the password, but does not know the access token. It passes the password as the access token instead
4. Spotify agent gets invalid credentials error, and asks supervisor to verify token and provide new one.
5. Supervisor marks task as failed",,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,0a9d82a_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/0a9d82a_2.txt,"1. Supervisor asks simple note agent to provide logs for the topic
2. Simplenote agent finds the right api, determines it needs access token, determines it needs the login details username and password for the access token. Writes message to supervisor asking for username and password. Good
3. Supervisor sends the email as username and password
4. Note agent returns the correct information
5. Supervisor writes the wrong logic to calculate the final answer, and submits the final answer",,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,0d01c76_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/0d01c76_2.txt,"1. Supervisor asks filesystem agent to list files. Filesystem agent determines it needs access token, and needs to login for access token. Asks for username and password from the supervisor. Good
2. Supervisor finds the password and provides it (without the username). The filesystem agent then asks for ""both the username and password""
3. Supervisor provides email address. Filesystem agent replies with list of files and folders in the directory
4. Now supervisor initiates a conversation one by one for each of the file, asking the filesystem agent to read the file and return its content
5. Supervisor sends a message to simple note to login with email and password
6. The simple note agent logs in, and proceeds to hallucinate creation of a note
7. Now supervisor provides instruction to create first note. Simplenote agent does so successfully.
8. Now supervisor writes code to loop over all files, with send_message to filesystem to read content, and send_message to simple agent to write it to a new note. However, the system doesn't allow multiple send messages in same block and a message is returned ""Only one call to send_message is allowed per code block.""
9. It then starts going one by one. It makes some logical mistake in using an empty variable to refer to content to be passed to simple note agent.
10. Finally, reaches maximum number of interactions, and fails the task",,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,0de03ea_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/0de03ea_2.txt,"1. Supervisor asks spotify agent to list playlists. Spotify agent asks for the access token even though it knows that the access token is to be obtained after login.
2. Supervisor looks for access token, doesn't find it. Then, it asks spotify agent ""How can I obtain the access token for my account"". Good
3. Spotify agent responds generically stating that ""To obtain an access token for your Spotify account, you typically need to authenticate through Spotify's authorization process. This involves logging into your Spotify account and granting permission to the application to access your data. If you have already completed this process and have an access token, please provide it so I can proceed with listing your playlists."". The spotify agent is aware that it has access to the login api, and it can ask for username and password but it still chose to respond generically.
4.  Supervisor marks the task as failed, due to not being able to interact with the APIs.",,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,1150ed6_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/1150ed6_2.txt,"1. Supervisor asks Spotify agent to get list of albums in library
2. Spotify agent asks for access token, even though it sees it can be obtained via login
3. Supervisor tries to pass the password as access token, but fails to send it due to calling send_message API wrongly. Finally sends it in the message body. Bad
4. Spotify agent faces credential issue. Asks supervisor to verify access token
5. Supervisor tries to search for access token, and marks the task as failure",,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,13547f5_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/13547f5_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppWorld,166f4ff_2,https://github.com/LakshyAAAgrawal/AppWorld/tree/f5f35c9eeba75dc33fe0573d479c920d7f969500/experiments/outputs/multiagent_system_all_agents_final_run/full_logs/166f4ff_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
